CST,Max_TemperatureF,Mean_TemperatureF,Min_TemperatureF,Max_Dew_PointF,MeanDew_PointF,Min_DewpointF,Max_Humidity,Mean_Humidity,Min_Humidity,Max_Sea_Level_PressureIn,Mean_Sea_Level_PressureIn,Min_Sea_Level_PressureIn,Max_VisibilityMiles,Mean_VisibilityMiles,Min_VisibilityMiles,Max_Wind_SpeedMPH,Mean_Wind_SpeedMPH,Max_Gust_SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees,month,day,year,month_day,dow,week,date,city,Max_TemperatureC,Mean_TemperatureC,Min_TemperatureC,Max_Dew_PointC,MeanDew_PointC,Min_DewpointC
1996-4-10,84,60,36,49,40,32,83,42,20,29.96,29.81,29.6,20,16,10,29,17,NA,0,2,,176,4,10,1996,04-10,3,14,1996-04-10,Chicago,28.8888888888889,15.5555555555555,2.22222222222223,9.44444444444446,4.44444444444446,0
1996-4-11,61,52,41,46,40,33,71,59,47,29.58,29.52,29.49,20,17,15,26,14,NA,0,6,,8,4,11,1996,04-11,4,14,1996-04-11,Chicago,16.1111111111111,11.1111111111111,5,7.77777777777777,4.44444444444446,0.555555555555543
1996-4-12,45,38,30,36,27,24,96,67,46,29.84,29.81,29.76,20,18,10,25,23,31,0,7,,337,4,12,1996,04-12,5,14,1996-04-12,Chicago,7.22222222222223,3.33333333333331,-1.11111111111109,2.22222222222223,-2.77777777777777,-4.44444444444446
1996-4-13,46,36,25,37,30,20,81,73,65,29.9,29.87,29.82,20,18,15,20,9,NA,0,7,,68,4,13,1996,04-13,6,14,1996-04-13,Chicago,7.77777777777777,2.22222222222223,-3.88888888888891,2.77777777777777,-1.11111111111109,-6.66666666666669
1996-4-14,34,33,32,33,29,28,92,86,82,30.03,29.99,29.95,10,4,2,23,20,NA,0,8,Snow,7,4,14,1996,04-14,7,15,1996-04-14,Chicago,1.11111111111109,0.555555555555543,0,0.555555555555543,-1.66666666666669,-2.22222222222223
1996-4-15,61,46,30,33,30,27,85,49,30,30.06,30.03,29.99,20,19,15,28,17,31,0,3,,325,4,15,1996,04-15,1,15,1996-04-15,Chicago,16.1111111111111,7.77777777777777,-1.11111111111109,0.555555555555543,-1.11111111111109,-2.77777777777777
1996-4-16,63,46,29,30,27,21,79,44,28,30.03,29.95,29.82,20,19,15,17,8,NA,0,3,,136,4,16,1996,04-16,2,15,1996-04-16,Chicago,17.2222222222222,7.77777777777777,-1.66666666666669,-1.11111111111109,-2.77777777777777,-6.11111111111109
1996-4-17,77,54,32,47,39,28,85,47,31,29.56,29.47,29.41,20,19,10,16,7,NA,0,4,,198,4,17,1996,04-17,3,15,1996-04-17,Chicago,25,12.2222222222222,0,8.33333333333331,3.88888888888891,-2.22222222222223
1996-4-18,72,61,50,42,39,37,63,43,33,29.68,29.64,29.61,20,18,15,28,19,31,0,3,,311,4,18,1996,04-18,4,15,1996-04-18,Chicago,22.2222222222222,16.1111111111111,10,5.55555555555554,3.88888888888891,2.77777777777777
1996-4-19,52,48,45,42,40,39,79,72,64,29.64,29.58,29.55,15,14,10,33,16,NA,0,7,Rain,313,4,19,1996,04-19,5,15,1996-04-19,Chicago,11.1111111111111,8.88888888888891,7.22222222222223,5.55555555555554,4.44444444444446,3.88888888888891
1996-4-20,63,50,38,39,36,34,83,50,37,29.87,29.85,29.83,20,20,20,17,13,NA,0,4,,314,4,20,1996,04-20,6,15,1996-04-20,Chicago,17.2222222222222,10,3.33333333333331,3.88888888888891,2.22222222222223,1.11111111111109
1996-4-21,63,52,39,52,44,36,86,76,65,30,29.91,29.84,20,13,6,23,12,NA,0,7,Rain,20,4,21,1996,04-21,7,16,1996-04-21,Chicago,17.2222222222222,11.1111111111111,3.88888888888891,11.1111111111111,6.66666666666669,2.22222222222223
1996-4-22,56,43,30,32,26,21,82,45,29,30.23,30.19,30.14,20,20,20,13,10,NA,0,1,,4,4,22,1996,04-22,1,16,1996-04-22,Chicago,13.3333333333333,6.11111111111109,-1.11111111111109,0,-3.33333333333331,-6.11111111111109
1996-4-23,72,52,32,38,33,21,82,41,29,30.21,30.11,29.96,20,20,15,24,10,NA,0,3,,237,4,23,1996,04-23,2,16,1996-04-23,Chicago,22.2222222222222,11.1111111111111,0,3.33333333333331,0.555555555555543,-6.11111111111109
1996-4-24,82,60,39,50,38,28,70,41,19,29.78,29.65,29.42,20,20,15,17,5,NA,0,6,,224,4,24,1996,04-24,3,16,1996-04-24,Chicago,27.7777777777778,15.5555555555555,3.88888888888891,10,3.33333333333331,-2.22222222222223
1996-4-25,65,60,55,40,28,21,55,30,19,29.63,29.59,29.55,20,15,3,40,26,58,0,3,,314,4,25,1996,04-25,4,16,1996-04-25,Chicago,18.3333333333333,15.5555555555555,12.7777777777778,4.44444444444446,-2.22222222222223,-6.11111111111109
1996-4-26,59,46,34,30,26,24,67,43,27,29.99,29.93,29.86,20,18,15,14,10,NA,0,5,,355,4,26,1996,04-26,5,16,1996-04-26,Chicago,15,7.77777777777777,1.11111111111109,-1.11111111111109,-3.33333333333331,-4.44444444444446
1996-4-27,64,50,37,41,35,31,79,46,34,29.96,29.89,29.81,20,19,15,15,9,NA,0,4,,19,4,27,1996,04-27,6,16,1996-04-27,Chicago,17.7777777777778,10,2.77777777777777,5,1.66666666666669,-0.555555555555543
1996-4-28,45,42,38,41,39,37,93,88,82,30.13,30.08,30.03,15,9,6,23,18,28,0,8,Rain,356,4,28,1996,04-28,7,17,1996-04-28,Chicago,7.22222222222223,5.55555555555554,3.33333333333331,5,3.88888888888891,2.77777777777777
1996-4-29,54,45,36,33,28,23,83,49,29,30.21,30.15,30.04,20,19,15,24,15,NA,0,3,,344,4,29,1996,04-29,1,17,1996-04-29,Chicago,12.2222222222222,7.22222222222223,2.22222222222223,0.555555555555543,-2.22222222222223,-5
1996-4-30,59,44,30,39,33,27,85,52,36,29.86,29.81,29.78,20,17,10,25,8,NA,0,4,Rain,348,4,30,1996,04-30,2,17,1996-04-30,Chicago,15,6.66666666666669,-1.11111111111109,3.88888888888891,0.555555555555543,-2.77777777777777
1996-5-1,61,49,37,36,34,33,83,50,38,29.97,29.93,29.87,20,18,15,13,9,NA,0,2,,296,5,1,1996,05-01,3,17,1996-05-01,Chicago,16.1111111111111,9.44444444444446,2.77777777777777,2.22222222222223,1.11111111111109,0.555555555555543
1996-5-2,68,56,43,47,41,37,82,58,32,29.86,29.83,29.81,20,20,15,23,12,NA,0,3,,298,5,2,1996,05-02,4,17,1996-05-02,Chicago,20,13.3333333333333,6.11111111111109,8.33333333333331,5,2.77777777777777
1996-5-3,48,46,45,44,44,40,93,88,80,29.92,29.88,29.85,15,12,10,22,14,NA,0,8,Rain-Thunderstorm,88,5,3,1996,05-03,5,17,1996-05-03,Chicago,8.88888888888891,7.77777777777777,7.22222222222223,6.66666666666669,6.66666666666669,4.44444444444446
1996-5-4,52,46,41,48,44,41,100,89,77,30.06,30.01,29.97,10,6,0,14,10,NA,0,8,Fog,84,5,4,1996,05-04,6,17,1996-05-04,Chicago,11.1111111111111,7.77777777777777,5,8.88888888888891,6.66666666666669,5
1996-5-5,59,51,43,41,37,33,93,59,36,30.21,30.18,30.15,20,18,6,24,19,NA,0,3,,13,5,5,1996,05-05,7,18,1996-05-05,Chicago,15,10.5555555555555,6.11111111111109,5,2.77777777777777,0.555555555555543
1996-5-6,54,50,45,40,39,38,82,65,59,30.15,30.12,30.06,20,17,10,21,14,NA,0,7,,128,5,6,1996,05-06,1,18,1996-05-06,Chicago,12.2222222222222,10,7.22222222222223,4.44444444444446,3.88888888888891,3.33333333333331
1996-5-7,66,56,45,48,46,44,93,69,46,30.06,30.01,29.94,15,8,1,14,8,NA,0,6,Fog,103,5,7,1996,05-07,2,18,1996-05-07,Chicago,18.8888888888889,13.3333333333333,7.22222222222223,8.88888888888891,7.77777777777777,6.66666666666669
1996-5-8,70,64,57,60,57,55,90,75,63,29.88,29.86,29.83,10,8,0,15,4,NA,0,8,Fog,67,5,8,1996,05-08,3,18,1996-05-08,Chicago,21.1111111111111,17.7777777777778,13.8888888888889,15.5555555555555,13.8888888888889,12.7777777777778
1996-5-9,61,58,52,59,56,51,97,92,83,30.01,29.94,29.92,5,4,2,23,12,NA,0,8,Fog-Rain,28,5,9,1996,05-09,4,18,1996-05-09,Chicago,16.1111111111111,14.4444444444445,11.1111111111111,15,13.3333333333333,10.5555555555555
1996-5-10,56,46,36,34,34,33,86,55,42,30.29,30.26,30.22,20,15,8,23,17,NA,0,7,,15,5,10,1996,05-10,5,18,1996-05-10,Chicago,13.3333333333333,7.77777777777777,2.22222222222223,1.11111111111109,1.11111111111109,0.555555555555543
1996-5-11,50,46,41,43,39,36,80,71,63,30.38,30.34,30.3,15,12,8,13,8,NA,0,8,Rain,23,5,11,1996,05-11,6,18,1996-05-11,Chicago,10,7.77777777777777,5,6.11111111111109,3.88888888888891,2.22222222222223
1996-5-12,46,42,39,41,39,37,90,87,80,30.22,30.2,30.16,10,5,2,13,6,NA,0,8,Fog-Rain,112,5,12,1996,05-12,7,19,1996-05-12,Chicago,7.77777777777777,5.55555555555554,3.88888888888891,5,3.88888888888891,2.77777777777777
1996-5-13,64,54,43,48,44,39,86,62,48,30.16,30.11,30,15,15,15,17,6,NA,0,6,,165,5,13,1996,05-13,1,19,1996-05-13,Chicago,17.7777777777778,12.2222222222222,6.11111111111109,8.88888888888891,6.66666666666669,3.88888888888891
1996-5-14,68,60,52,57,51,46,83,73,58,29.82,29.73,29.67,15,10,3,34,16,46,0,7,Fog-Rain-Thunderstorm,164,5,14,1996,05-14,2,19,1996-05-14,Chicago,20,15.5555555555555,11.1111111111111,13.8888888888889,10.5555555555555,7.77777777777777
1996-5-15,81,69,57,67,63,56,93,76,62,29.77,29.74,29.72,15,10,3,12,7,NA,0,5,Fog,129,5,15,1996,05-15,3,19,1996-05-15,Chicago,27.2222222222222,20.5555555555555,13.8888888888889,19.4444444444445,17.2222222222222,13.3333333333333
1996-5-16,84,74,63,63,60,57,81,59,43,29.75,29.7,29.61,20,16,15,23,12,NA,0,5,,162,5,16,1996,05-16,4,19,1996-05-16,Chicago,28.8888888888889,23.3333333333333,17.2222222222222,17.2222222222222,15.5555555555555,13.8888888888889
1996-5-17,86,74,63,65,59,51,84,53,33,29.62,29.5,29.45,20,15,10,29,10,34,0,4,,284,5,17,1996,05-17,5,19,1996-05-17,Chicago,30,23.3333333333333,17.2222222222222,18.3333333333333,15,10.5555555555555
1996-5-18,88,70,52,64,59,47,83,53,43,29.74,29.63,29.45,20,17,6,25,7,25,0,5,,157,5,18,1996,05-18,6,19,1996-05-18,Chicago,31.1111111111111,21.1111111111111,11.1111111111111,17.7777777777778,15,8.33333333333331
1996-5-19,79,69,59,57,49,44,90,48,30,29.7,29.68,29.62,20,20,20,18,14,NA,0,3,,328,5,19,1996,05-19,7,20,1996-05-19,Chicago,26.1111111111111,20.5555555555555,15,13.8888888888889,9.44444444444446,6.66666666666669
1996-5-20,72,62,52,53,50,46,83,63,47,29.82,29.8,29.78,15,14,6,13,10,NA,0,6,,334,5,20,1996,05-20,1,20,1996-05-20,Chicago,22.2222222222222,16.6666666666667,11.1111111111111,11.6666666666667,10,7.77777777777777
1996-5-21,79,66,52,55,52,45,74,51,38,30.01,29.96,29.88,20,20,20,21,8,NA,0,3,,231,5,21,1996,05-21,2,20,1996-05-21,Chicago,26.1111111111111,18.8888888888889,11.1111111111111,12.7777777777778,11.1111111111111,7.22222222222223
1996-5-22,75,68,61,60,53,50,73,59,41,29.85,29.78,29.65,15,14,10,21,11,NA,0,7,Rain-Thunderstorm,166,5,22,1996,05-22,3,20,1996-05-22,Chicago,23.8888888888889,20,16.1111111111111,15.5555555555555,11.6666666666667,10
1996-5-23,63,60,57,57,56,52,90,86,78,29.79,29.77,29.75,9,4,1,21,13,NA,0,8,Fog,77,5,23,1996,05-23,4,20,1996-05-23,Chicago,17.2222222222222,15.5555555555555,13.8888888888889,13.8888888888889,13.3333333333333,11.1111111111111
1996-5-24,63,58,52,57,53,51,93,88,70,30.02,29.97,29.9,15,9,2,17,13,NA,0,7,Fog,61,5,24,1996,05-24,5,20,1996-05-24,Chicago,17.2222222222222,14.4444444444445,11.1111111111111,13.8888888888889,11.6666666666667,10.5555555555555
1996-5-25,52,51,50,50,48,45,93,87,77,30.08,30.06,30.05,8,5,3,12,9,NA,0,8,Fog,27,5,25,1996,05-25,6,20,1996-05-25,Chicago,11.1111111111111,10.5555555555555,10,10,8.88888888888891,7.22222222222223
1996-5-26,52,50,48,51,49,47,96,94,92,29.84,29.79,29.68,3,3,3,15,13,NA,0,8,Fog,75,5,26,1996,05-26,7,21,1996-05-26,Chicago,11.1111111111111,10,8.88888888888891,10.5555555555555,9.44444444444446,8.33333333333331
1996-5-27,54,52,50,52,49,48,97,91,84,29.65,29.51,29.42,10,8,4,20,15,NA,0,8,Rain,43,5,27,1996,05-27,1,21,1996-05-27,Chicago,12.2222222222222,11.1111111111111,10,11.1111111111111,9.44444444444446,8.88888888888891
1996-5-28,59,52,45,47,43,40,86,67,53,29.99,29.97,29.94,15,14,10,18,14,NA,0,7,,37,5,28,1996,05-28,2,21,1996-05-28,Chicago,15,11.1111111111111,7.22222222222223,8.33333333333331,6.11111111111109,4.44444444444446
1996-5-29,63,58,52,52,50,46,86,72,61,30.15,30.12,30.08,15,12,6,12,9,NA,0,7,,129,5,29,1996,05-29,3,21,1996-05-29,Chicago,17.2222222222222,14.4444444444445,11.1111111111111,11.1111111111111,10,7.77777777777777
1996-5-30,68,59,50,51,50,44,83,64,53,30.12,30.04,29.92,20,14,10,23,11,NA,0,4,,161,5,30,1996,05-30,4,21,1996-05-30,Chicago,20,15,10,10.5555555555555,10,6.66666666666669
1996-5-31,77,69,61,63,59,50,73,62,54,29.88,29.86,29.82,20,15,15,25,14,NA,0,5,,216,5,31,1996,05-31,5,21,1996-05-31,Chicago,25,20.5555555555555,16.1111111111111,17.2222222222222,15,10
1996-6-1,79,66,54,52,49,45,70,48,35,30.09,30.04,30.02,20,16,15,14,9,NA,0,1,,324,6,1,1996,06-01,6,21,1996-06-01,Chicago,26.1111111111111,18.8888888888889,12.2222222222222,11.1111111111111,9.44444444444446,7.22222222222223
1996-6-2,73,65,57,53,51,49,72,52,41,30.18,30.15,30.11,20,19,15,28,18,NA,0,3,,320,6,2,1996,06-02,7,22,1996-06-02,Chicago,22.7777777777778,18.3333333333333,13.8888888888889,11.6666666666667,10.5555555555555,9.44444444444446
1996-6-3,70,58,47,49,45,42,80,53,38,30.2,30.16,30.1,20,17,15,23,12,NA,0,2,,335,6,3,1996,06-03,1,22,1996-06-03,Chicago,21.1111111111111,14.4444444444445,8.33333333333331,9.44444444444446,7.22222222222223,5.55555555555554
1996-6-4,75,61,48,49,46,40,77,50,36,30.08,30.01,29.89,20,18,15,17,10,NA,0,3,,173,6,4,1996,06-04,2,22,1996-06-04,Chicago,23.8888888888889,16.1111111111111,8.88888888888891,9.44444444444446,7.77777777777777,4.44444444444446
1996-6-5,79,68,57,62,58,50,93,68,52,29.88,29.83,29.78,20,15,8,21,11,NA,0,6,Rain-Thunderstorm,142,6,5,1996,06-05,3,22,1996-06-05,Chicago,26.1111111111111,20,13.8888888888889,16.6666666666667,14.4444444444445,10
1996-6-6,73,65,57,55,53,50,78,59,44,30,29.97,29.94,20,15,10,23,13,NA,0,5,,315,6,6,1996,06-06,4,22,1996-06-06,Chicago,22.7777777777778,18.3333333333333,13.8888888888889,12.7777777777778,11.6666666666667,10
1996-6-7,68,62,57,51,48,45,75,57,43,30.2,30.18,30.15,15,15,15,23,17,NA,0,6,,356,6,7,1996,06-07,5,22,1996-06-07,Chicago,20,16.6666666666667,13.8888888888889,10.5555555555555,8.88888888888891,7.22222222222223
1996-6-8,79,62,46,50,46,40,77,45,31,30.19,30.13,30.05,20,17,15,12,7,NA,0,0,,133,6,8,1996,06-08,6,22,1996-06-08,Chicago,26.1111111111111,16.6666666666667,7.77777777777777,10,7.77777777777777,4.44444444444446
1996-6-9,79,72,68,56,55,54,63,49,42,30.03,30.02,30,20,16,15,17,8,NA,0,2,,169,6,9,1996,06-09,7,23,1996-06-09,Chicago,26.1111111111111,22.2222222222222,20,13.3333333333333,12.7777777777778,12.2222222222222
1996-6-10,84,75,66,56,51,50,65,39,30,29.97,29.94,29.9,20,20,15,10,4,NA,0,3,,137,6,10,1996,06-10,1,23,1996-06-10,Chicago,28.8888888888889,23.8888888888889,18.8888888888889,13.3333333333333,10.5555555555555,10
1996-6-11,88,72,55,60,56,48,81,46,34,29.91,29.86,29.8,20,19,15,12,3,NA,0,3,,178,6,11,1996,06-11,2,23,1996-06-11,Chicago,31.1111111111111,22.2222222222222,12.7777777777778,15.5555555555555,13.3333333333333,8.88888888888891
1996-6-12,84,75,66,62,56,54,73,46,36,29.96,29.94,29.9,20,18,15,21,12,NA,0,4,,343,6,12,1996,06-12,3,23,1996-06-12,Chicago,28.8888888888889,23.8888888888889,18.8888888888889,16.6666666666667,13.3333333333333,12.2222222222222
1996-6-13,88,76,63,62,59,55,72,48,39,30.08,30.05,30,20,20,20,13,8,NA,0,2,,92,6,13,1996,06-13,4,23,1996-06-13,Chicago,31.1111111111111,24.4444444444445,17.2222222222222,16.6666666666667,15,12.7777777777778
1996-6-14,86,72,59,59,57,51,72,51,33,30.07,30.04,30,20,19,10,26,6,40,0,5,,147,6,14,1996,06-14,5,23,1996-06-14,Chicago,30,22.2222222222222,15,15,13.8888888888889,10.5555555555555
1996-6-15,75,67,59,64,59,50,81,66,51,30.01,29.99,29.93,15,15,15,10,6,NA,0,7,Rain,174,6,15,1996,06-15,6,23,1996-06-15,Chicago,23.8888888888889,19.4444444444445,15,17.7777777777778,15,10
1996-6-16,72,66,61,68,63,58,93,83,73,29.94,29.91,29.88,15,10,6,16,7,NA,0,8,Rain,351,6,16,1996,06-16,7,24,1996-06-16,Chicago,22.2222222222222,18.8888888888889,16.1111111111111,20,17.2222222222222,14.4444444444445
1996-6-17,84,72,61,63,61,57,84,57,47,30.01,29.98,29.91,20,17,15,14,11,NA,0,2,,340,6,17,1996,06-17,1,24,1996-06-17,Chicago,28.8888888888889,22.2222222222222,16.1111111111111,17.2222222222222,16.1111111111111,13.8888888888889
1996-6-18,90,76,63,65,63,58,84,58,42,29.83,29.79,29.72,20,17,5,12,8,NA,0,3,Fog,163,6,18,1996,06-18,2,24,1996-06-18,Chicago,32.2222222222222,24.4444444444445,17.2222222222222,18.3333333333333,17.2222222222222,14.4444444444445
1996-6-19,93,80,68,77,68,62,87,65,53,29.9,29.79,29.76,20,15,8,25,8,NA,0,2,,146,6,19,1996,06-19,3,24,1996-06-19,Chicago,33.8888888888889,26.6666666666667,20,25,20,16.6666666666667
1996-6-20,86,77,68,72,65,60,75,66,58,29.96,29.89,29.79,15,15,15,13,9,NA,0,6,,151,6,20,1996,06-20,4,24,1996-06-20,Chicago,30,25,20,22.2222222222222,18.3333333333333,15.5555555555555
1996-6-21,86,77,68,67,65,62,81,60,47,29.9,29.85,29.78,20,19,10,18,12,NA,0,3,,330,6,21,1996,06-21,5,24,1996-06-21,Chicago,30,25,20,19.4444444444445,18.3333333333333,16.6666666666667
1996-6-22,73,69,65,58,55,52,76,60,55,30.02,29.97,29.9,20,16,15,16,14,NA,0,5,,116,6,22,1996,06-22,6,24,1996-06-22,Chicago,22.7777777777778,20.5555555555555,18.3333333333333,14.4444444444445,12.7777777777778,11.1111111111111
1996-6-23,83,78,72,66,64,62,76,60,51,29.88,29.84,29.82,20,19,15,13,10,NA,0,3,,329,6,23,1996,06-23,7,25,1996-06-23,Chicago,28.3333333333333,25.5555555555555,22.2222222222222,18.8888888888889,17.7777777777778,16.6666666666667
1996-6-24,81,70,59,63,56,50,72,55,43,30.06,30.03,29.98,20,20,15,15,6,NA,0,4,,127,6,24,1996,06-24,1,25,1996-06-24,Chicago,27.2222222222222,21.1111111111111,15,17.2222222222222,13.3333333333333,10
1996-6-25,88,76,65,69,63,59,81,57,46,30.02,30,29.95,20,17,8,23,15,NA,0,3,,183,6,25,1996,06-25,2,25,1996-06-25,Chicago,31.1111111111111,24.4444444444445,18.3333333333333,20.5555555555555,17.2222222222222,15
1996-6-26,88,79,70,73,65,60,71,56,47,30.04,30.01,29.95,20,20,15,33,16,NA,0,4,,177,6,26,1996,06-26,3,25,1996-06-26,Chicago,31.1111111111111,26.1111111111111,21.1111111111111,22.7777777777778,18.3333333333333,15.5555555555555
1996-6-27,90,81,72,73,68,63,76,58,52,30.01,29.98,29.91,20,16,10,24,15,NA,0,2,,174,6,27,1996,06-27,4,25,1996-06-27,Chicago,32.2222222222222,27.2222222222222,22.2222222222222,22.7777777777778,20,17.2222222222222
1996-6-28,92,82,73,70,68,67,79,57,44,29.93,29.89,29.85,20,18,6,25,21,32,0,4,,192,6,28,1996,06-28,5,25,1996-06-28,Chicago,33.3333333333333,27.7777777777778,22.7777777777778,21.1111111111111,20,19.4444444444445
1996-6-29,91,80,70,67,62,52,90,52,27,30.07,30.04,29.96,20,20,20,15,9,NA,0,5,,324,6,29,1996,06-29,6,25,1996-06-29,Chicago,32.7777777777778,26.6666666666667,21.1111111111111,19.4444444444445,16.6666666666667,11.1111111111111
1996-6-30,88,82,77,64,62,59,58,48,36,30.22,30.17,30.06,20,19,15,109,15,NA,0,5,,125,6,30,1996,06-30,7,26,1996-06-30,Chicago,31.1111111111111,27.7777777777778,25,17.7777777777778,16.6666666666667,15
1996-7-1,86,76,69,68,63,59,68,59,54,30.05,30.04,30.03,15,15,15,16,13,NA,0,2,,195,7,1,1996,07-01,1,26,1996-07-01,Chicago,30,24.4444444444445,20.5555555555555,20,17.2222222222222,15
1996-7-2,89,79,69,70,64,61,73,52,40,30.05,30.02,30,20,20,20,14,7,NA,0,0,,100,7,2,1996,07-02,2,26,1996-07-02,Chicago,31.6666666666667,26.1111111111111,20.5555555555555,21.1111111111111,17.7777777777778,16.1111111111111
1996-7-3,87,76,66,67,61,55,68,57,47,30.03,29.94,29.85,20,18,15,23,15,NA,0,3,,141,7,3,1996,07-03,3,26,1996-07-03,Chicago,30.5555555555555,24.4444444444445,18.8888888888889,19.4444444444445,16.1111111111111,12.7777777777778
1996-7-4,85,72,60,68,64,54,83,63,52,29.88,29.86,29.84,15,15,15,12,7,NA,0,0,,145,7,4,1996,07-04,4,26,1996-07-04,Chicago,29.4444444444445,22.2222222222222,15.5555555555555,20,17.7777777777778,12.2222222222222
1996-7-5,87,78,69,70,66,60,81,59,48,29.93,29.89,29.84,15,15,15,15,12,NA,0,4,,154,7,5,1996,07-05,5,26,1996-07-05,Chicago,30.5555555555555,25.5555555555555,20.5555555555555,21.1111111111111,18.8888888888889,15.5555555555555
1996-7-6,82,75,68,73,70,66,96,80,60,29.96,29.93,29.88,20,11,1,16,9,NA,0,6,Rain-Thunderstorm,65,7,6,1996,07-06,6,26,1996-07-06,Chicago,27.7777777777778,23.8888888888889,20,22.7777777777778,21.1111111111111,18.8888888888889
1996-7-7,84,78,71,66,61,53,76,55,34,30.04,29.96,29.85,15,15,15,10,7,NA,0,5,,115,7,7,1996,07-07,7,27,1996-07-07,Chicago,28.8888888888889,25.5555555555555,21.6666666666667,18.8888888888889,16.1111111111111,11.6666666666667
1996-7-8,78,69,60,60,56,52,80,57,43,30.05,30.03,29.99,20,17,15,20,13,NA,0,2,,347,7,8,1996,07-08,1,27,1996-07-08,Chicago,25.5555555555555,20.5555555555555,15.5555555555555,15.5555555555555,13.3333333333333,11.1111111111111
1996-7-9,75,64,54,57,53,47,77,59,46,30.19,30.17,30.14,15,15,15,12,5,NA,0,5,,47,7,9,1996,07-09,2,27,1996-07-09,Chicago,23.8888888888889,17.7777777777778,12.2222222222222,13.8888888888889,11.6666666666667,8.33333333333331
1996-7-10,75,68,62,58,54,48,68,60,52,30.22,30.16,30.06,15,15,15,21,15,NA,0,5,,181,7,10,1996,07-10,3,27,1996-07-10,Chicago,23.8888888888889,20,16.6666666666667,14.4444444444445,12.2222222222222,8.88888888888891
1996-7-11,66,63,60,59,57,52,85,79,71,30.05,30.03,30.01,15,12,10,15,11,NA,0,8,,190,7,11,1996,07-11,4,27,1996-07-11,Chicago,18.8888888888889,17.2222222222222,15.5555555555555,15,13.8888888888889,11.1111111111111
1996-7-12,82,71,60,63,59,50,82,53,34,30.09,30.05,30,15,15,15,21,12,NA,0,1,,341,7,12,1996,07-12,5,27,1996-07-12,Chicago,27.7777777777778,21.6666666666667,15.5555555555555,17.2222222222222,15,10
1996-7-13,81,74,66,62,60,56,81,63,51,30.09,29.98,29.92,20,20,20,8,5,NA,0,6,,360,7,13,1996,07-13,6,27,1996-07-13,Chicago,27.2222222222222,23.3333333333333,18.8888888888889,16.6666666666667,15.5555555555555,13.3333333333333
1996-7-14,86,78,70,63,59,55,78,52,34,30.02,30,29.95,20,20,20,14,10,NA,0,2,,350,7,14,1996,07-14,7,28,1996-07-14,Chicago,30,25.5555555555555,21.1111111111111,17.2222222222222,15,12.7777777777778
1996-7-15,90,78,66,64,58,50,81,50,25,30,29.96,29.91,20,16,15,12,3,NA,0,3,,140,7,15,1996,07-15,1,28,1996-07-15,Chicago,32.2222222222222,25.5555555555555,18.8888888888889,17.7777777777778,14.4444444444445,10
1996-7-16,69,NA,69,58,58,58,68,68,68,29.92,29.92,29.92,15,15,15,7,7,NA,0,3,,120,7,16,1996,07-16,2,28,1996-07-16,Chicago,20.5555555555555,NA,20.5555555555555,14.4444444444445,14.4444444444445,14.4444444444445
1996-7-17,92,90,89,74,72,64,59,54,44,29.8,29.79,29.78,15,15,15,16,13,NA,0,0,,186,7,17,1996,07-17,3,28,1996-07-17,Chicago,33.3333333333333,32.2222222222222,31.6666666666667,23.3333333333333,22.2222222222222,17.7777777777778
1996-7-18,93,84,75,74,70,67,87,57,43,29.92,29.9,29.85,15,14,10,14,6,NA,0,3,,91,7,18,1996,07-18,4,28,1996-07-18,Chicago,33.8888888888889,28.8888888888889,23.8888888888889,23.3333333333333,21.1111111111111,19.4444444444445
1996-7-19,84,77,70,70,67,62,75,63,58,30.02,30.01,30,15,15,15,13,9,NA,0,2,,110,7,19,1996,07-19,5,28,1996-07-19,Chicago,28.8888888888889,25,21.1111111111111,21.1111111111111,19.4444444444445,16.6666666666667
1996-7-20,84,76,69,70,67,64,83,71,55,29.96,29.94,29.91,15,12,8,12,7,NA,0,7,,118,7,20,1996,07-20,6,28,1996-07-20,Chicago,28.8888888888889,24.4444444444445,20.5555555555555,21.1111111111111,19.4444444444445,17.7777777777778
1996-7-21,84,77,70,70,68,66,91,69,54,29.99,29.96,29.92,15,13,8,10,7,NA,0,7,,155,7,21,1996,07-21,7,29,1996-07-21,Chicago,28.8888888888889,25,21.1111111111111,21.1111111111111,20,18.8888888888889
1996-7-22,81,70,59,64,61,57,93,72,49,30.16,30.1,30.03,15,12,8,12,7,NA,0,5,,318,7,22,1996,07-22,1,29,1996-07-22,Chicago,27.2222222222222,21.1111111111111,15,17.7777777777778,16.1111111111111,13.8888888888889
1996-7-23,82,72,62,63,60,58,89,66,51,30.09,30.05,29.98,15,15,12,16,5,NA,0,3,,232,7,23,1996,07-23,2,29,1996-07-23,Chicago,27.7777777777778,22.2222222222222,16.6666666666667,17.2222222222222,15.5555555555555,14.4444444444445
1996-7-24,80,71,62,61,56,52,70,50,41,30.15,30.12,30.09,15,15,15,17,13,NA,0,1,,338,7,24,1996,07-24,3,29,1996-07-24,Chicago,26.6666666666667,21.6666666666667,16.6666666666667,16.1111111111111,13.3333333333333,11.1111111111111
